QKEY,INTERVIEW_START_W119,INTERVIEW_END_W119,DEVICE_TYPE_W119,LANG_W119,FORM_W119,DESRISK_COMF_W119,DESRISK_CREAT_W119,DESRISK_NTECH_W119,RISK2_W119,AI_HEARD_W119,CNCEXC_W119,USEAI_W119,AIKNOW1_W119,AIKNOW2_W119,AIKNOW3_W119,AIKNOW5_W119,AIKNOW6_W119,AIKNOW7_W119,AIKNOW1_CORRECT_W119,AIKNOW2_CORRECT_W119,AIKNOW3_CORRECT_W119,AIKNOW5_CORRECT_W119,AIKNOW6_CORRECT_W119,AIKNOW7_CORRECT_W119,AIKNOW_INDEX_W119,AIHCCOMF_W119,AIHCTRT1_W119,AIHCTRT2_W119,MEDBIAS_W119,AIHCCHG_QUAL_W119,AIHCCHG_MIST_W119,AIHCCHG_REL_W119,AIHCCHG_RACETHN_W119,AIHCCHG_SECUR_W119,HCMEDBIAS_W119,BIASBETR_OE1_W119,BIASBETR_OE2_W119,BIASBETR_OE3_W119,BIASBETR_REFUSED_W119,BIASWORS_OE1_W119,BIASWORS_OE2_W119,BIASWORS_OE3_W119,BIASWORS_REFUSED_W119,BIASSAME_OE1_W119,BIASSAME_OE2_W119,BIASSAME_OE3_W119,BIASSAME_REFUSED_W119,SCDETECT1_W119,SCDETECT2_W119,SCDETECT3_W119,SCDETECT4_W119,AIMH1_W119,AIMH2_W119,AIMH3_W119,AIMH5_W119,AIPAIN1_W119,AIPAIN2_W119,AIPAIN3_W119,AIPAIN4_W119,SROBOT1_W119,SROBOT2_W119,SROBOT3_W119,AIPROT1_W119,AIPROT2_W119,AICROP1_W119,AICROP2_W119,AIEXT1_W119,AIEXT2_W119,AINEWS1_W119,AINEWS2_W119,AIIMAG1_W119,AIIMAG2_W119,EMPLSIT_W119,JOBAPPYR_W119,INDUSTRYCOMBO_W119,AIWRK2_a_W119,AIWRK2_b_W119,AIWRK2_c_W119,AIWRK3_a_W119,AIWRK3_b_W119,AIWRK3_c_W119,AIWRKH1_W119,AIWRKH2_a_W119,AIWRKH2_b_W119,AIWRKH3_a_W119,AIWRKH3_b_W119,AIWRKH3_c_W119,AIWRKH3_d_W119,AIWRKH4_W119,AIWRKH5Y_OE1_W119,AIWRKH5Y_OE2_W119,AIWRKH5Y_OE3_W119,AIWRKH5Y_REFUSED_W119,AIWRKH5N_OE1_W119,AIWRKH5N_OE2_W119,AIWRKH5N_OE3_W119,AIWRKH5N_REFUSED_W119,HIREBIAS1_W119,HIREBIAS2_W119,AIWRKM1_W119,AIWRKM2_a_W119,AIWRKM2_b_W119,AIWRKM2_c_W119,AIWRKM2_d_W119,AIWRKM2_e_W119,AIWRKM2_f_W119,AIWRKM3_a_W119,AIWRKM3_b_W119,AIWRKM3_c_W119,AIWRKM3_d_W119,AIWRKM3_e_W119,AIWRKM3_f_W119,AIWRKM4_a_W119,AIWRKM4_b_W119,EVALBIAS1_W119,EVALBIAS2_W119,FACERECWK1_W119,FACERECWK2_a_W119,FACERECWK2_b_W119,FACERECWK2_c_W119,FACERECWK3_a_W119,FACERECWK3_b_W119,FACERECWK3_c_W119,TWITTER1_MOD_W119,F_METRO,F_CREGION,F_CDIVISION,F_USR_SELFID,F_AGECAT,F_GENDER,F_EDUCCAT,F_EDUCCAT2,F_HISP,F_HISP_ORIGIN,F_YEARSINUS_RECODE,F_RACECMB,F_RACETHNMOD,F_CITIZEN,F_BIRTHPLACE,F_MARITAL,F_RELIG,F_BORN,F_RELIGCAT1,F_ATTEND,F_PARTY_FINAL,F_PARTYLN_FINAL,F_PARTYSUM_FINAL,F_PARTYSUMIDEO_FINAL,F_REG,F_INC_SDT1,F_IDEO,F_INTFREQ,F_VOLSUM,F_INC_TIER2,WEIGHT_W119
107668,12/13/2022 23:52:07,12/14/2022 00:08:50,2,1,2,3,4,3,1,2,1,5,1,9,3,9,3,2,1,0,1,0,1,1,4,2,1,1,2,1,1,2,1,3,2,99, , ,99, , , ,0, , , ,0, , , , , , , , ,3,9,2,1,3,1,2, , , , ,3,9, , ,3,9,1,2,6,1,1,1,2,2,2,3,2,2,2,1,9,9,1,99, , ,99, , , ,0,3, ,3,2,2,1,1,1,1,9,9,1,2,2,2,9,9,3, ,2,1,9,9,9,9,3,2,2,3,7,3,3,2,1,5,2, ,1,1,1,1,1,6,1,2,1,6,1, ,1,2,1,8,3,1,2,3,0.5098685493217889
108035,12/13/2022 16:30:41,12/13/2022 16:59:53,1,1,2,1,2,2,1,2,1,2,1,2,3,1,3,2,1,1,1,1,1,1,6,3,2,1,3,3,3,2,3,2,3, , , ,0, , , ,0,10, , ,1, , , , , , , , ,3,2,3,3,2,1,2, , , , ,2,2, , ,3,9,5,2, ,1,3,1,2,2,3,3,1,2,2,3,2,2,2, , , ,0,1, , ,1,1,4,2,1,2,2,2,2,2,4,2,2,3,9,1,2,2,3, ,2,1,2,2,9,4,2,2,1,4,8,3,3,1,3,1,2, ,1,1,1,1,1,1,1,2,1,3,4,1,1,1,1,9,1,2,1,3,1.1820688244843476
108348,12/14/2022 18:21:19,12/14/2022 18:35:09,1,1,2,3,3,4,2,2,3,5,9,9,9,9,9,9,0,0,0,0,0,0,0,4,2,1,3,2,2,2,3,2,3, , , ,0, , , ,0,40, , ,1, , , , , , , , ,3,3,4,2,2,2,3, , , , ,3,9, , ,3,9,1,2,4,1,9,1,3,9,3,3,2,2,9,9,3,2,2, , , ,0,1,10,4,1,1,3,2,2,2,2,2,2,2,2,1,9,3,3,1,2,2,2,3,2,9,2,2,3,2,2,2,1,4,8,1,3,2,2,3,2, ,1,1,1,1,1,6,1,1,1,2,3,1,1,1,1,3,2,2,2,2,0.6642303995753448
108592,12/13/2022 14:59:48,12/13/2022 15:16:32,2,1,2,3,3,3,1,2,2,3,2,2,3,1,3,2,0,1,1,1,1,1,5,3,1,1,1,1,3,3,1,3,3, , , ,0, , , ,0,96, , ,1, , , , , , , , ,2,1,2,1,2,2,2, , , , ,2,1, , ,2,2,1,2,2,1,2,1,2,2,2,2,1,2,1,1,3,1,1,1, , ,1, , , ,0,1,2,2,9,9,9,1,9,1,3,2,2,3,3,1,2,2,1,2,3,1,1,1,3,3,2,2,1,2,3,2,4,2,2,4,2, ,1,2,2,1,1,5,1,1,1,2,2, ,2,3,1,3,3,1,1,2,0.48198147847782263
108909,12/15/2022 06:49:55,12/15/2022 07:37:07,3,1,2,2,4,3,1,2,1,4,9,1,9,4,9,2,0,0,0,0,0,1,1,2,3,1,3,3,3,3,3,3,3, , , ,0, , , ,0,10, , ,1, , , , , , , , ,1,1,2,3,99,9,3, , , , ,1,1, , ,3,9,5,2, ,1,1,1,2,3,3,2,9,9,9,9,9,9,2, , , ,0,1, , ,1,2,2,3,2,2,9,9,9,1,3,2,9,3,3,2,2,2,2,2,1,1,9,1,1,2,2,2,1,2,3,3,4,2,3,1,2, ,1,1,1,1,1,5,2,2,2,5,2, ,2,3,3,1,3, ,2,1,4.419976598918119
109143,12/13/2022 14:55:08,12/13/2022 15:24:09,2,1,2,2,3,3,1,2,3,4,1,2,3,9,3,1,1,1,1,0,1,0,4,4,2,1,3,2,3,2,3,1,3, , , ,0, , , ,0,30, , ,1, , , , , , , , ,3,1,3,2,3,1,3, , , , ,2,1, , ,3,2,1,2,6,1,2,1,2,2,1,3,2,2,2,2,2,2,2, , , ,0,7, , ,1,2,3,3,1,2,2,1,2,1,3,2,3,2,3,1,2,2,2,3,3,2,2,2,4,3,1,2,1,3,5,2,2,2,3,2,2, ,1,1,1,1,1,3,1,2,1,5,1, ,1,2,1,4,3,1,1,2,0.6070381865952463
109188,12/13/2022 17:06:40,12/13/2022 18:23:08,3,1,2,3,2,3,1,2,3,5,1,2,9,9,3,2,1,1,0,0,1,1,4,3,3,2,2,3,3,2,2,3,1,20, , ,1, , , ,0, , , ,0, , , , , , , , ,3,9,3,2,3,2,3, , , , ,2,9, , ,3,1,5,1, ,1,2,1,9,2,1,2,1,9,3,1,3,9,1,1, , ,1, , , ,0,2,2,3,2,9,1,1,9,9,1,9,2,1,2,1,1,1,2,2,2,1,2,1,3,3,1,1,1,2,3,2,4,2,1,6,2, ,1,1,1,1,1,3,2,2,2,4,3,2,2,3,1,5,3,2,2,2,0.2926710870297969
109299,12/14/2022 16:33:00,12/14/2022 16:55:52,1,1,2,3,2,3,1,2,2,4,1,2,3,1,3,2,1,1,1,1,1,1,6,4,2,1,3,3,3,2,3,2,3, , , ,0, , , ,0,10, , ,1, , , , , , , , ,3,3,4,2,2,2,3, , , , ,3,9, , ,3,3,5,2, ,1,3,2,3,9,2,2,2,2,2,2,2,2,2, , , ,0,4,10, ,1,3, ,2,2,2,2,9,2,2,3,3,3,3,9,1,2,2,2,3,2,9,2,9,2,2,1,2,1,4,9,3,4,1,2,4,2, ,1,4,4,1,1,1,12, ,3,5,1, ,1,1,1,4,2,3,2,2,0.6662397364037846
110041,12/14/2022 00:44:16,12/14/2022 01:11:35,1,1,1,4,2,4,1,1,2,5,9,9,9,9,9,9,0,0,0,0,0,0,0,3,3,1,3,3,1,3,3,3,3, , , ,0, , , ,0, , , ,0,3,2,2,1,3,9,3,2, , , , , , , ,3,9,3,2, , ,3,3, , ,5,2, ,2,3,2,9,9,9,3,1,2,3,1,9,9,2, , , ,0,1,8, ,1,2,3,3,2,2,2,2,2,2,9,1,2,9,3,1,2,2,2,3,2,2,2,2,3,2,2,2,1,3,5,3,4,1,1,6,2, ,1,1,1,1,1,1,2,2,2,5,1, ,1,1,1,9,2,2,1,3,0.19887120562882174
110129,12/13/2022 19:16:18,12/13/2022 19:33:34,2,1,2,4,4,3,2,3,2,5,2,9,9,1,3,2,0,0,0,1,1,1,3,4,2,1,1,2,2,2,1,2,2,10, , ,1, , , ,0, , , ,0, , , , , , , , ,3,9,3,2,2,3,4, , , , ,2,2, , ,3,9,5,2, ,1,9,1,3,9,3,3,2,2,2,1,9,2,2, , , ,0,98, , ,1,1,2,3,1,2,2,9,9,9,3,2,9,2,2,1,9,9,99, ,2,9,9,9,9,9,1,2,1,2,4,2,4,2,1,5,2, ,1,1,1,1,1,1,1,1,1,1,1, ,1,1,1,3,2,2,1,2,0.33790076116892054
110353,12/14/2022 13:17:48,12/17/2022 22:48:22,2,1,1,3,2,3,1,3,3,5,9,9,99,9,9,9,0,0,0,0,0,0,0,3,2,99,2,3,3,3,3,3,3, , , ,0, , , ,0, , , ,0,3,9,3,3,3,9,3,99, , , , , , , ,3,9,3,9, , ,3,9, , ,2,2,13,1,3,1,3,3,3,2,9,2,9,9,9,9,2, , , ,0,99, , ,99,2,3,2,9,9,9,1,9,9,3,2,9,2,2,2,9,9,2,3,2,1,9,1,2,2,2,2,1,2,3,3,4,2,2,3,2, ,1,1,1,1,1,1,1,1,1,2,1, ,1,1,1,6,2,2,2,2,0.5729568035010719
110550,12/16/2022 06:01:38,12/16/2022 06:23:28,2,1,1,4,3,3,2,2,2,4,9,2,9,9,9,9,0,1,0,0,0,0,1,2,3,2,2,3,3,2,3,3,2, , , ,0, , , ,0, , , ,0,3,9,2,1,3,9,3,1, , , , , , , ,3,9,3,1, , ,3,9, , ,1,2,8,9,9,9,9,9,9,3,1,2,9,9,9,9,1,3, , ,1, , , ,0,2,1,3,9,2,2,9,9,1,9,9,9,9,9,9,9,9,2,2,2,9,2,9,9,2,1,2,1,3,6,2,3,1,1,5,2, ,1,1,1,1,1,1,1,2,1,1,4,1,1,1,1,9,2,1,2,3,0.4799257645750833
111646,12/14/2022 00:12:17,12/15/2022 05:25:19,2,1,1,3,2,4,2,2,3,4,2,3,9,1,3,2,0,0,0,1,1,1,3,4,3,1,2,3,1,3,3,3,3, , , ,0, , , ,0, , , ,0,3,9,2,99,3,9,3,1, , , , , , , ,3,9,3,9, , ,3,9, , ,5,2, ,1,2,1,9,9,9,2,9,9,9,9,2,9,99, , , ,0, , , ,0,99, ,2,9,1,9,9,9,9,9,3,9,2,9,2,9,9,2,2,2,1,2,9,9,2,2,1,1,4,8,2,4,2,1,5,2, ,1,1,1,1,1,1,3,2,4,2,2, ,2,3,1,9,3,3,1,3,0.3216151234274152
111665,12/13/2022 14:36:41,12/13/2022 14:51:00,1,1,1,4,3,3,1,2,2,2,1,2,3,1,3,2,1,1,1,1,1,1,6,2,1,1,3,3,1,1,1,3,2, , , ,0, , , ,0, , , ,0,2,1,2,1,2,2,3,1, , , , , , , ,2,1,2,1, , ,3,3, , ,4,2, ,1,3,1,3,2,2,2,2,2,3,1,2,2,2, , , ,0,98, , ,1,1,2,2,2,2,2,2,2,2,3,1,3,2,2,1,2,2,1,3,2,2,2,2,3,2,2,2,1,4,9,2,4,2,2,3,1,1,1,1,3,1,1,1,2,1,2,4,2, ,2,3,1,6,3, ,2,2,3.4160096657718624
111927,12/15/2022 07:07:04,12/15/2022 13:05:17,2,1,2,3,4,4,1,3,3,5,4,3,2,1,2,9,0,0,0,1,0,0,1,4,3,1,2,2,2,2,2,2,3, , , ,0, , , ,0,15, , ,1, , , , , , , , ,3,9,3,3,3,9,3, , , , ,3,9, , ,3,9,2,2,5,1,2,1,3,3,3,3,2,2,3,3,3,3,1,10, , ,1, , , ,0,2,4,3,2,1,2,2,2,2,4,1,4,4,4,1,2,2,2,3,3,2,2,2,2,3,2,2,1,2,3,3,4,2,3,2,2, ,1,1,1,1,1,2,12, ,3,5,4,1,1,2,1,1,3,4,99,1,0.5093291600157197
112238,12/14/2022 09:06:28,12/14/2022 09:27:16,2,1,1,3,2,1,1,2,3,4,1,4,3,1,1,2,1,0,1,1,0,1,4,3,2,1,3,2,1,2,3,3,3, , , ,0, , , ,0, , , ,0,3,1,2,2,3,9,3,3, , , , , , , ,3,1,3,2, , ,3,2, , ,2,2,4,1,2,1,2,2,2,3,2,2,1,1,1,3,1,1,5, ,1, , , ,0,2,1,3,9,9,9,1,1,1,2,1,2,2,2,1,9,9,2,3,3,1,2,1,2,2,2,2,1,4,8,3,4,2,3,2,2, ,1,1,1,1,1,2,12, ,3,5,1, ,1,2,1,6,3,2,2,2,1.0150554545632255
112371,12/13/2022 19:46:56,12/13/2022 20:15:08,2,1,1,3,3,3,2,2,2,99,9,4,3,1,2,2,0,0,1,1,0,1,3,3,3,1,3,3,3,2,3,3,3, , , ,0, , , ,0, , , ,0,3,9,3,3,3,9,3,3, , , , , , , ,3,9,3,9, , ,3,9, , ,1,2,99,1,9,1,3,9,9,2,2,2,9,9,3,9,2, , , ,0,99, , ,99,3, ,3,2,2,2,2,9,2,3,1,9,9,3,1,2,2,3, ,3,2,2,2,9,9,1,2,1,1,2,2,3,2,1,5,1,2,1,4,3,1,1,1,2,2,2,4,3,1,1,1,1,6,2,2,2,2,0.556292386897115
112517,12/15/2022 17:09:00,12/15/2022 17:40:56,2,1,2,3,3,2,1,2,3,5,1,2,3,1,3,2,1,1,1,1,1,1,6,3,3,2,1,3,3,2,3,2,1,20,41, ,1, , , ,0, , , ,0, , , , , , , , ,3,9,4,2,3,9,3, , , , ,3,9, , ,3,9,1,2,5,2,3,2,2,2,2,3,9,9,9,9,9,9,2, , , ,0,99, , ,99,3, ,3,1,1,1,1,1,9,1,1,1,1,2,1,1,9,3, ,2,2,2,1,1,1,1,1,1,2,3,2,3,2,1,6,2, ,1,1,1,1,1,1,1,1,1,2,3,1,1,2,1,9,3,2,1,2,0.3959259607798374
112613,12/17/2022 20:59:10,12/17/2022 21:15:35,1,1,2,2,2,3,1,3,2,5,3,9,3,9,1,2,0,0,1,0,0,1,2,4,2,1,3,3,2,1,3,3,4, , , ,0,99, , ,99, , , ,0, , , , , , , , ,3,9,3,3,3,9,4, , , , ,2,1, , ,3,9,5,2, ,2,3,1,9,9,9,2,9,2,1,1,9,9,2, , , ,0,99, , ,99,2,3,3,2,2,2,2,1,1,2,9,9,9,9,9,9,2,3, ,3,1,2,2,1,2,2,2,1,3,5,2,4,2,1,6,2, ,1,1,1,1,1,6,1,2,1,4,1, ,1,2,1,9,3,3,2,3,0.3810824862206955
112984,12/13/2022 00:54:35,12/13/2022 01:24:52,2,1,1,3,2,4,1,2,2,3,2,9,9,9,3,1,0,0,0,0,1,0,1,3,3,2,1,3,1,2,1,1,2, , , ,0, , , ,0, , , ,0,2,2,2,1,99,9,3,1, , , , , , , ,3,9,2,1, , ,2,1, , ,3,2, ,9,9,9,9,9,9,3,2,2,9,1,9,9,2, , , ,0,8, , ,1,1,2,2,1,9,1,9,9,9,2,2,2,9,9,2,1,2,1,2,3,9,9,2,2,2,2,2,1,3,5,2,3,2,1,5,2, ,1,1,1,1,1,1,12, ,3,5,2, ,2,4,1,7,5,3,1,2,0.2468684807262957
113274,12/14/2022 05:01:28,12/14/2022 05:07:42,2,1,2,3,3,1,2,2,2,2,2,3,1,4,4,1,0,0,0,0,0,0,0,3,2,2,2,3,3,3,3,3,2,20, , ,1, , , ,0, , , ,0, , , , , , , , ,2,1,2,1,1,1,2, , , , ,2,2, , ,1,1,1,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,11, , ,1, , , ,0,1,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,5,1,1,1,1,2,2,2,1,1,1,1,1,3,1,1,5,2, ,1,3,5,1,1,6,1,2,1,4,2, ,2,3,1,2,2,1,2,1,0.5261626945356253
113412,12/14/2022 09:58:36,12/14/2022 10:19:39,1,1,2,3,1,1,1,2,3,1,1,3,2,1,2,2,1,0,0,1,0,1,3,2,1,1,2,1,1,3,3,2,2,99, , ,99, , , ,0, , , ,0, , , , , , , , ,2,1,2,1,2,9,3, , , , ,2,1, , ,2,9,5,2, ,1,1,1,2,1,2,2,2,2,9,1,2,2,2, , , ,0,99, , ,99,2,2,3,1,1,1,9,1,1,2,2,2,2,2,2,9,9,1,3,2,1,2,2,9,9,2,1,1,3,7,2,4,2,2,3,2, ,1,1,1,1,1,1,12, ,3,6,1, ,1,1,1,3,2,2,2,2,0.46945424600766933
113565,12/13/2022 18:10:34,12/13/2022 18:29:58,2,1,1,3,2,2,1,3,3,5,9,9,9,9,9,4,0,0,0,0,0,0,0,3,2,1,2,2,3,2,2,2,3, , , ,0, , , ,0, , , ,0,3,9,3,2,3,9,3,1, , , , , , , ,3,9,3,9, , ,3,9, , ,1,2,7,9,9,9,9,9,9,3,2,2,9,9,9,9,2, , , ,0,1, , ,1,3, ,3,9,9,9,9,9,9,9,9,9,9,9,9,9,9,3, ,3,9,2,9,9,9,9,2,2,3,6,3,4,1,2,3,2, ,1,1,1,1,1,1,1,1,1,2,2, ,2,3,1,5,2,3,2,2,0.3912877673508221
114197,12/14/2022 14:51:55,12/15/2022 22:21:40,2,1,2,4,4,3,2,2,3,5,1,2,3,9,9,2,1,1,1,0,0,1,4,2,1,1,2,2,3,2,2,2,2,96, , ,1, , , ,0, , , ,0, , , , , , , , ,3,9,2,3,2,1,2, , , , ,3,1, , ,2,2,1,2,2,1,1,1,3,3,2,2,9,2,3,3,3,1,1,3, , ,1, , , ,0,3, ,2,2,2,2,2,2,1,4,1,2,2,2,1,9,2,1,4,3,2,2,2,3,2,1,1,1,1,2,2,3,2,1,5,2, ,1,1,1,1,1,5,2,2,2,6,3,1,1,2,1,3,3,1,1,2,0.4418788400741713
114473,12/13/2022 18:48:46,12/13/2022 19:47:32,2,1,2,2,2,3,1,2,2,5,1,2,9,1,3,2,1,1,0,1,1,1,5,3,3,1,2,3,1,2,3,2,2,41,20, ,1, , , ,0, , , ,0, , , , , , , , ,3,3,4,2,2,2,3, , , , ,3,2, , ,3,3,5,2, ,1,3,2,3,9,3,3,2,2,3,1,2,2,2, , , ,0,1, , ,1,2,1,3,9,1,2,1,2,2,1,2,9,1,9,2,2,9,2,1,3,1,2,9,9,9,1,2,1,1,2,2,4,2,1,6,2, ,1,1,1,1,1,6,1,1,1,1,1, ,1,1,1,1,2,2,1,1,0.4247890285387681
114671,12/13/2022 18:13:34,12/13/2022 18:31:53,1,1,2,2,1,2,1,2,3,5,9,9,9,9,9,9,0,0,0,0,0,0,0,4,2,1,3,2,1,3,3,3,3, , , ,0, , , ,0,30, , ,1, , , , , , , , ,3,3,4,2,3,3,4, , , , ,3,3, , ,3,3,5,1, ,9,9,9,9,9,9,3,2,2,3,3,9,2,2, , , ,0,98, , ,1,3, ,3,2,2,2,2,2,2,9,9,9,9,9,9,2,2,3, ,2,2,2,2,2,2,1,2,1,4,8,2,4,1,1,6,2, ,1,1,1,1,1,1,1,2,1,5,3,1,1,1,1,9,2,2,1,2,0.24207077475031286
114898,12/13/2022 14:41:08,12/13/2022 14:56:20,2,1,2,4,3,3,2,2,2,3,1,2,3,1,3,2,1,1,1,1,1,1,6,4,2,1,2,2,3,2,3,2,3, , , ,0, , , ,0,10, , ,1, , , , , , , , ,3,2,3,3,2,9,4, , , , ,2,1, , ,3,9,5,2, ,9,3,9,9,2,9,3,1,2,3,9,2,9,2, , , ,0,1, , ,1,2,3,2,9,2,9,1,2,1,3,2,2,2,3,2,9,9,3, ,2,1,2,9,2,1,1,2,2,2,4,3,4,2,1,6,2, ,1,1,1,1,1,1,1,2,1,2,1, ,1,1,1,9,2,2,1,3,0.3316901168210573
115295,12/13/2022 16:03:45,12/13/2022 16:22:21,1,1,1,3,3,4,2,2,2,4,9,9,9,9,3,9,0,0,0,0,1,0,1,4,2,1,2,2,2,2,2,2,3, , , ,0, , , ,0, , , ,0,3,2,3,3,3,9,3,3, , , , , , , ,3,9,2,9, , ,3,3, , ,1,2,4,1,9,1,3,9,3,2,2,2,3,3,2,2,1,3, , ,1, , , ,0,1,3,2,2,2,2,2,2,2,3,1,9,9,9,1,2,2,1,3,3,2,2,2,1,1,1,1,1,4,9,2,4,1,2,4,2, ,1,4,4,1,1,6,1,1,1,2,1, ,1,1,1,5,2,2,2,2,0.5812285080776435
115546,12/14/2022 13:40:54,12/14/2022 13:51:50,2,1,1,4,2,2,2,1,1,3,1,2,3,9,3,1,1,1,1,0,1,0,4,1,1,2,3,1,1,3,3,3,3, , , ,0, , , ,0, , , ,0,3,1,1,1,3,2,3,1, , , , , , , ,3,2,2,2, , ,2,3, , ,1,2,7,2,2,2,1,1,1,2,2,2,3,1,2,2,1,98, , ,1, , , ,0,2,3,3,2,9,2,9,1,2,3,9,1,3,2,2,2,9,3, ,1,1,9,9,3,2,2,1,2,2,4,3,3,1,1,5,2, ,1,1,1,1,1,1,10, ,3,6,3,1,1,2,3,9,3,2,1,3,0.6677362536900283
116151,12/14/2022 10:41:26,12/14/2022 11:18:15,2,1,2,3,3,4,1,2,2,5,2,3,9,1,2,4,0,0,0,1,0,0,1,2,3,1,3,3,3,3,3,3,3, , , ,0, , , ,0,10, , ,1, , , , , , , , ,3,9,3,3,2,9,3, , , , ,3,9, , ,3,9,5,2, ,1,3,1,2,2,2,3,9,9,9,1,9,2,99, , , ,0, , , ,0,3, ,3,9,1,9,9,9,9,3,2,2,9,9,2,9,9,3, ,3,9,9,9,3,4,3,2,1,4,8,2,4,2,3,1,2, ,1,1,1,1,1,1,1,1,1,1,1, ,1,1,1,1,1,5,1,1,1.6598334558519539
116182,12/13/2022 14:57:18,12/13/2022 15:21:31,2,1,2,3,4,3,2,3,3,5,4,4,2,1,9,9,0,0,0,1,0,0,1,2,3,1,2,1,3,2,1,3,2,20, , ,1, , , ,0, , , ,0, , , , , , , , ,3,2,2,3,2,1,2, , , , ,2,2, , ,3,9,5,2, ,2,2,2,3,9,2,3,9,9,1,1,1,3,1,1, , ,1, , , ,0,2,3,2,9,1,1,1,9,1,3,2,9,9,9,2,9,9,2,3,3,1,2,2,9,3,9,2,1,4,8,2,4,1,2,3,2, ,1,1,1,1,1,1,12, ,3,5,1, ,1,1,1,9,2,2,2,3,0.376784641339006
116264,12/13/2022 22:16:10,12/13/2022 23:17:37,2,1,2,1,1,2,99,2,2,5,1,1,9,1,3,4,1,0,0,1,1,0,3,4,2,99,2,2,3,2,2,3,2,30,10, ,1, , , ,0, , , ,0, , , , , , , , ,1,1,1,1,2,3,3, , , , ,2,1, , ,3,1,2,1,5,1,1,1,3,3,3,2,1,2,1,1,2,2,2, , , ,0,1,11, ,1,2,2,2,9,9,2,1,1,1,1,2,1,2,2,1,1,9,1,2,1,1,2,1,4,2,2,2,1,1,2,3,4,2,1,6,2, ,1,1,1,1,1,99,2,2,2,3,1, ,1,2,1,3,3,3,2,2,0.7395706454873731
116422,12/13/2022 19:13:22,12/13/2022 19:51:53,2,1,2,3,2,4,99,2,2,5,1,2,9,1,9,9,1,1,0,1,0,0,3,4,2,1,2,2,2,2,3,3,3, , , ,0, , , ,0,10, , ,1, , , , , , , , ,3,9,4,3,3,3,4, , , , ,3,9, , ,3,3,5,2, ,1,2,2,3,2,2,3,2,2,1,9,2,2,2, , , ,0,1, , ,1,1,3,3,2,9,2,2,9,9,9,2,9,3,9,1,9,9,2,3,2,1,2,9,2,3,1,2,1,2,4,2,4,2,3,2,2, ,1,1,1,1,1,5,12, ,3,4,3,99,9,9,1,3,3,2,1,1,0.8998391095787506
116439,12/16/2022 13:58:34,12/16/2022 14:16:32,1,1,1,4,2,1,2,2,3,3,1,2,3,1,3,2,1,1,1,1,1,1,6,2,3,1,2,3,3,2,1,2,3, , , ,0, , , ,0, , , ,0,3,1,2,1,2,1,3,1, , , , , , , ,3,2,3,2, , ,2,3, , ,2,2,2,1,2,1,2,2,2,2,1,2,1,1,2,2,1,3, , ,1, , , ,0,2,3,2,1,1,1,1,2,9,3,2,2,3,2,1,9,1,2,3,3,1,2,1,2,2,4,2,1,4,8,2,4,2,1,5,2, ,1,1,1,1,1,6,1,1,1,2,3,1,1,2,1,3,3,2,1,2,0.3204297597146156
116591,12/14/2022 00:09:03,12/14/2022 00:34:55,1,1,2,4,2,2,2,2,3,5,2,3,3,1,1,4,0,0,1,1,0,0,2,3,2,1,2,3,3,2,3,1,3, , , ,0, , , ,0,50, , ,1, , , , , , , , ,3,9,3,3,3,9,3, , , , ,2,9, , ,3,9,5,2, ,1,9,2,2,9,2,2,1,9,9,9,9,9,2, , , ,0,1, , ,1,2,3,2,1,1,1,2,1,1,1,2,1,2,2,2,1,9,2,3,3,1,2,1,3,9,4,2,1,3,5,2,4,2,2,3,2, ,1,1,1,1,1,1,12, ,3,6,3,1,1,2,1,3,3,2,2,2,0.7788034555581608
116617,12/13/2022 15:00:03,12/13/2022 15:41:10,1,1,1,2,1,3,1,2,3,2,1,2,3,1,3,2,1,1,1,1,1,1,6,3,2,1,2,2,3,2,1,3,3, , , ,0, , , ,0, , , ,0,3,1,3,3,3,9,4,1, , , , , , , ,3,9,3,9, , ,3,2, , ,1,2,11,2,2,2,1,2,2,3,1,9,3,1,3,3,2, , , ,0,1, , ,1,2,2,3,1,1,1,1,9,1,9,3,2,9,2,2,1,1,2,3,2,1,9,1,2,9,2,1,1,3,6,2,3,1,1,6,2, ,1,1,1,1,1,1,1,2,1,4,3,2,2,3,1,9,3,1,1,3,0.3011642056939356
116832,12/14/2022 11:42:12,12/15/2022 06:51:46,2,1,1,3,2,3,2,1,2,5,1,2,9,1,3,2,1,1,0,1,1,1,5,3,2,1,2,2,2,2,2,2,3, , , ,0, , , ,0, , , ,0,3,2,2,1,3,3,4,1, , , , , , , ,3,2,3,2, , ,3,3, , ,1,2,4,1,1,1,3,3,3,3,2,2,2,2,2,2,2, , , ,0,1, , ,1,1,5,3,2,2,2,2,2,2,4,1,2,3,3,1,2,2,1,5,2,2,2,2,2,3,2,2,1,2,3,2,4,1,1,5,2, ,1,1,1,1,1,6,1,2,1,5,4,1,1,1,1,7,1,2,2,3,0.2171241702775811
